     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     269           56.19855597         21.47414225         34.72441372         52.39595028        122.98789218      -2011.60888340          0.00000000
     270           56.31610760         21.50396955         34.81213805         51.14863766        123.15872070      -1760.35824466          0.00000000
     271           56.60698313         21.70515518         34.90182795         49.72757760        124.31096218      -1471.21140278          0.00000000
     272           56.64877335         21.65526401         34.99350934         48.19837117        124.02522269      -1202.39602714          0.00000000
     273           56.51846640         21.43233063         35.08613578         46.64034903        122.74842632       -945.40430718          0.00000000
     274           57.03050046         21.85188219         35.17861827         45.12412478        125.15130517       -589.37093092          0.00000000
     275           57.66838463         22.39656795         35.27181668         43.69626687        128.27085954       -204.65829602          0.00000000
     276           57.80836864         22.44279122         35.36557742         42.42054252        128.53559198        118.92088433          0.00000000
     277           58.28888631         22.83063605         35.45825026         41.35505475        130.75687829        490.46887004          0.00000000
     278           58.74332738         23.19327431         35.55005307         40.51794796        132.83380011        857.16881391          0.00000000
     279           59.71384616         24.07329483         35.64055133         39.91844848        137.87390218       1289.25497780          0.00000000
     280           58.79547385         23.06481381         35.73066005         39.54960436        132.09807405       1451.32474899          0.00000000
     281           58.64367810         22.82743381         35.81624429         39.37296883        130.73853824       1698.18382566          0.00000000
     282           58.16077436         22.26227571         35.89849865         39.31967048        127.50173357       1881.33286586          0.00000000
     283           58.39572298         22.41894978         35.97677320         39.32767566        128.39904595       2143.63527346          0.00000000
     284           58.50421836         22.45146762         36.05275074         39.35454558        128.58528394       2370.29849006          0.00000000
     285           58.41977478         22.29292837         36.12684641         39.37263706        127.67728920       2549.81970907          0.00000000
     286           58.79658030         22.59712333         36.19945698         39.36478578        129.41949133       2771.17969631          0.00000000
